text,is_retweet,extractedts,sentiment,score
Nuovo tweet sintetico numero 145 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,pos,0.6221716
Nuovo tweet sintetico numero 146 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neu,0.6285251
Nuovo tweet sintetico numero 147 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neg,0.6348787
Nuovo tweet sintetico numero 148 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,pos,0.6412323
Nuovo tweet sintetico numero 149 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neu,0.6475858
Nuovo tweet sintetico numero 150 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neg,0.6539394
Nuovo tweet sintetico numero 151 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,pos,0.660293
Nuovo tweet sintetico numero 152 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neu,0.6666465
Nuovo tweet sintetico numero 153 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neg,0.6730001
Nuovo tweet sintetico numero 154 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,pos,0.6793537
Nuovo tweet sintetico numero 155 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neu,0.6857072
Nuovo tweet sintetico numero 156 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neg,0.6920608
Nuovo tweet sintetico numero 157 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,pos,0.6984143
Nuovo tweet sintetico numero 158 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neu,0.7047679
Nuovo tweet sintetico numero 159 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neg,0.7111215
Nuovo tweet sintetico numero 160 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,pos,0.717475
Nuovo tweet sintetico numero 161 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neu,0.7238286
Nuovo tweet sintetico numero 162 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neg,0.7301822
Nuovo tweet sintetico numero 163 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,pos,0.7365357
Nuovo tweet sintetico numero 164 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neu,0.7428893
Nuovo tweet sintetico numero 165 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neg,0.7492429
Nuovo tweet sintetico numero 166 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,pos,0.7555964
Nuovo tweet sintetico numero 167 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neu,0.76195
Nuovo tweet sintetico numero 168 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neg,0.7683036
Nuovo tweet sintetico numero 169 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,pos,0.7746571
Nuovo tweet sintetico numero 170 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neu,0.7810107
Nuovo tweet sintetico numero 171 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neg,0.7873642
Nuovo tweet sintetico numero 172 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,pos,0.7937178
Nuovo tweet sintetico numero 173 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neu,0.8000714
Nuovo tweet sintetico numero 174 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neg,0.8064249
Nuovo tweet sintetico numero 175 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,pos,0.8127785
Nuovo tweet sintetico numero 176 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neu,0.8191321
Nuovo tweet sintetico numero 177 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neg,0.8254856
Nuovo tweet sintetico numero 178 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,pos,0.8318392
Nuovo tweet sintetico numero 179 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neu,0.8381928
Nuovo tweet sintetico numero 180 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neg,0.8445463
Nuovo tweet sintetico numero 181 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,pos,0.8508999
Nuovo tweet sintetico numero 182 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neu,0.8572534
Nuovo tweet sintetico numero 183 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neg,0.863607
Nuovo tweet sintetico numero 184 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,pos,0.8699606
Nuovo tweet sintetico numero 185 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,neu,0.8763141
Nuovo tweet sintetico numero 186 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neg,0.8826677
Nuovo tweet sintetico numero 187 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,pos,0.8890213
Nuovo tweet sintetico numero 188 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,neu,0.8953748
Nuovo tweet sintetico numero 189 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neg,0.9017284
Nuovo tweet sintetico numero 190 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,pos,0.908082
Nuovo tweet sintetico numero 191 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,neu,0.9144355
Nuovo tweet sintetico numero 192 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neg,0.9207891
Nuovo tweet sintetico numero 193 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-26,pos,0.9271427
Nuovo tweet sintetico numero 194 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-27,neu,0.9334962
Nuovo tweet sintetico numero 195 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-28,neg,0.9398498
Nuovo tweet sintetico numero 196 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-29,pos,0.9462033
Nuovo tweet sintetico numero 197 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-30,neu,0.9525569
Nuovo tweet sintetico numero 198 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-31,neg,0.9589105
Nuovo tweet sintetico numero 199 sul conflitto Ucraina-Russia. #pace #solidarietà,True,2023-02-32,pos,0.965264
Nuovo tweet sintetico numero 200 sul conflitto Ucraina-Russia. #pace #solidarietà,False,2023-02-25,neu,0.3362612
Tweet aggiuntivo numero 1 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,pos,0.3426148
Tweet aggiuntivo numero 2 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neu,0.3489683
Tweet aggiuntivo numero 3 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neg,0.3553219
Tweet aggiuntivo numero 4 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,pos,0.3616755
Tweet aggiuntivo numero 5 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neu,0.368029
Tweet aggiuntivo numero 6 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neg,0.3743826
Tweet aggiuntivo numero 7 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,pos,0.3807361
Tweet aggiuntivo numero 8 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neu,0.3870897
Tweet aggiuntivo numero 9 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neg,0.3934433
Tweet aggiuntivo numero 10 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,pos,0.3997968
Tweet aggiuntivo numero 11 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neu,0.4061504
Tweet aggiuntivo numero 12 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neg,0.412504
Tweet aggiuntivo numero 13 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,pos,0.4188575
Tweet aggiuntivo numero 14 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neu,0.4252111
Tweet aggiuntivo numero 15 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neg,0.4315647
Tweet aggiuntivo numero 16 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,pos,0.4379182
Tweet aggiuntivo numero 17 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neu,0.4442718
Tweet aggiuntivo numero 18 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neg,0.4506254
Tweet aggiuntivo numero 19 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,pos,0.4569789
Tweet aggiuntivo numero 20 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neu,0.4633325
Tweet aggiuntivo numero 21 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neg,0.469686
Tweet aggiuntivo numero 22 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,pos,0.4760396
Tweet aggiuntivo numero 23 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neu,0.4823932
Tweet aggiuntivo numero 24 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neg,0.4887467
Tweet aggiuntivo numero 25 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,pos,0.4951003
Tweet aggiuntivo numero 26 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neu,0.5014539
Tweet aggiuntivo numero 27 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neg,0.5078074
Tweet aggiuntivo numero 28 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,pos,0.514161
Tweet aggiuntivo numero 29 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neu,0.5205146
Tweet aggiuntivo numero 30 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neg,0.5268681
Tweet aggiuntivo numero 31 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,pos,0.5332217
Tweet aggiuntivo numero 32 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neu,0.5395752
Tweet aggiuntivo numero 33 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neg,0.5459288
Tweet aggiuntivo numero 34 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,pos,0.5522824
Tweet aggiuntivo numero 35 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neu,0.5586359
Tweet aggiuntivo numero 36 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neg,0.5649895
Tweet aggiuntivo numero 37 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,pos,0.5713431
Tweet aggiuntivo numero 38 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neu,0.5776966
Tweet aggiuntivo numero 39 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neg,0.5840502
Tweet aggiuntivo numero 40 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,pos,0.5904038
Tweet aggiuntivo numero 41 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neu,0.5967573
Tweet aggiuntivo numero 42 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neg,0.6031109
Tweet aggiuntivo numero 43 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,pos,0.6094645
Tweet aggiuntivo numero 44 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neu,0.615818
Tweet aggiuntivo numero 45 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neg,0.6221716
Tweet aggiuntivo numero 46 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,pos,0.6285251
Tweet aggiuntivo numero 47 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neu,0.6348787
Tweet aggiuntivo numero 48 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neg,0.6412323
Tweet aggiuntivo numero 49 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,pos,0.6475858
Tweet aggiuntivo numero 50 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neu,0.6539394
Tweet aggiuntivo numero 51 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neg,0.660293
Tweet aggiuntivo numero 52 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,pos,0.6666465
Tweet aggiuntivo numero 53 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neu,0.6730001
Tweet aggiuntivo numero 54 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neg,0.6793537
Tweet aggiuntivo numero 55 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,pos,0.6857072
Tweet aggiuntivo numero 56 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neu,0.6920608
Tweet aggiuntivo numero 57 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neg,0.6984143
Tweet aggiuntivo numero 58 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,pos,0.7047679
Tweet aggiuntivo numero 59 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neu,0.7111215
Tweet aggiuntivo numero 60 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neg,0.717475
Tweet aggiuntivo numero 61 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,pos,0.7238286
Tweet aggiuntivo numero 62 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neu,0.7301822
Tweet aggiuntivo numero 63 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neg,0.7365357
Tweet aggiuntivo numero 64 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,pos,0.7428893
Tweet aggiuntivo numero 65 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neu,0.7492429
Tweet aggiuntivo numero 66 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neg,0.7555964
Tweet aggiuntivo numero 67 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,pos,0.76195
Tweet aggiuntivo numero 68 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neu,0.7683036
Tweet aggiuntivo numero 69 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neg,0.7746571
Tweet aggiuntivo numero 70 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,pos,0.7810107
Tweet aggiuntivo numero 71 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neu,0.7873642
Tweet aggiuntivo numero 72 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neg,0.7937178
Tweet aggiuntivo numero 73 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,pos,0.8000714
Tweet aggiuntivo numero 74 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neu,0.8064249
Tweet aggiuntivo numero 75 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neg,0.8127785
Tweet aggiuntivo numero 76 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,pos,0.8191321
Tweet aggiuntivo numero 77 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neu,0.8254856
Tweet aggiuntivo numero 78 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neg,0.8318392
Tweet aggiuntivo numero 79 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,pos,0.8381928
Tweet aggiuntivo numero 80 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neu,0.8445463
Tweet aggiuntivo numero 81 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neg,0.8508999
Tweet aggiuntivo numero 82 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,pos,0.8572534
Tweet aggiuntivo numero 83 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neu,0.863607
Tweet aggiuntivo numero 84 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neg,0.8699606
Tweet aggiuntivo numero 85 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,pos,0.8763141
Tweet aggiuntivo numero 86 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neu,0.8826677
Tweet aggiuntivo numero 87 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neg,0.8890213
Tweet aggiuntivo numero 88 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,pos,0.8953748
Tweet aggiuntivo numero 89 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neu,0.9017284
Tweet aggiuntivo numero 90 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neg,0.908082
Tweet aggiuntivo numero 91 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,pos,0.9144355
Tweet aggiuntivo numero 92 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neu,0.9207891
Tweet aggiuntivo numero 93 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neg,0.9271427
Tweet aggiuntivo numero 94 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,pos,0.9334962
Tweet aggiuntivo numero 95 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neu,0.9398498
Tweet aggiuntivo numero 96 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neg,0.9462033
Tweet aggiuntivo numero 97 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,pos,0.9525569
Tweet aggiuntivo numero 98 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neu,0.9589105
Tweet aggiuntivo numero 99 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neg,0.965264
Tweet aggiuntivo numero 100 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,pos,0.3362612
Tweet aggiuntivo numero 101 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neu,0.3426148
Tweet aggiuntivo numero 102 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neg,0.3489683
Tweet aggiuntivo numero 103 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,pos,0.3553219
Tweet aggiuntivo numero 104 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neu,0.3616755
Tweet aggiuntivo numero 105 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neg,0.368029
Tweet aggiuntivo numero 106 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,pos,0.3743826
Tweet aggiuntivo numero 107 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neu,0.3807361
Tweet aggiuntivo numero 108 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neg,0.3870897
Tweet aggiuntivo numero 109 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,pos,0.3934433
Tweet aggiuntivo numero 110 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neu,0.3997968
Tweet aggiuntivo numero 111 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neg,0.4061504
Tweet aggiuntivo numero 112 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,pos,0.412504
Tweet aggiuntivo numero 113 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neu,0.4188575
Tweet aggiuntivo numero 114 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neg,0.4252111
Tweet aggiuntivo numero 115 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,pos,0.4315647
Tweet aggiuntivo numero 116 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neu,0.4379182
Tweet aggiuntivo numero 117 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neg,0.4442718
Tweet aggiuntivo numero 118 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,pos,0.4506254
Tweet aggiuntivo numero 119 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neu,0.4569789
Tweet aggiuntivo numero 120 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neg,0.4633325
Tweet aggiuntivo numero 121 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,pos,0.469686
Tweet aggiuntivo numero 122 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neu,0.4760396
Tweet aggiuntivo numero 123 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neg,0.4823932
Tweet aggiuntivo numero 124 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,pos,0.4887467
Tweet aggiuntivo numero 125 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neu,0.4951003
Tweet aggiuntivo numero 126 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neg,0.5014539
Tweet aggiuntivo numero 127 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,pos,0.5078074
Tweet aggiuntivo numero 128 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neu,0.514161
Tweet aggiuntivo numero 129 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neg,0.5205146
Tweet aggiuntivo numero 130 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,pos,0.5268681
Tweet aggiuntivo numero 131 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neu,0.5332217
Tweet aggiuntivo numero 132 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neg,0.5395752
Tweet aggiuntivo numero 133 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,pos,0.5459288
Tweet aggiuntivo numero 134 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neu,0.5522824
Tweet aggiuntivo numero 135 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neg,0.5586359
Tweet aggiuntivo numero 136 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,pos,0.5649895
Tweet aggiuntivo numero 137 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neu,0.5713431
Tweet aggiuntivo numero 138 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neg,0.5776966
Tweet aggiuntivo numero 139 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,pos,0.5840502
Tweet aggiuntivo numero 140 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neu,0.5904038
Tweet aggiuntivo numero 141 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neg,0.5967573
Tweet aggiuntivo numero 142 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,pos,0.6031109
Tweet aggiuntivo numero 143 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neu,0.6094645
Tweet aggiuntivo numero 144 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neg,0.615818
Tweet aggiuntivo numero 145 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,pos,0.6221716
Tweet aggiuntivo numero 146 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neu,0.6285251
Tweet aggiuntivo numero 147 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neg,0.6348787
Tweet aggiuntivo numero 148 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,pos,0.6412323
Tweet aggiuntivo numero 149 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neu,0.6475858
Tweet aggiuntivo numero 150 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neg,0.6539394
Tweet aggiuntivo numero 151 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,pos,0.660293
Tweet aggiuntivo numero 152 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neu,0.6666465
Tweet aggiuntivo numero 153 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neg,0.6730001
Tweet aggiuntivo numero 154 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,pos,0.6793537
Tweet aggiuntivo numero 155 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,neu,0.6857072
Tweet aggiuntivo numero 156 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neg,0.6920608
Tweet aggiuntivo numero 157 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,pos,0.6984143
Tweet aggiuntivo numero 158 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,neu,0.7047679
Tweet aggiuntivo numero 159 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neg,0.7111215
Tweet aggiuntivo numero 160 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,pos,0.717475
Tweet aggiuntivo numero 161 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-26,neu,0.7238286
Tweet aggiuntivo numero 162 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-27,neg,0.7301822
Tweet aggiuntivo numero 163 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-28,pos,0.7365357
Tweet aggiuntivo numero 164 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-29,neu,0.7428893
Tweet aggiuntivo numero 165 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-30,neg,0.7492429
Tweet aggiuntivo numero 166 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-31,pos,0.7555964
Tweet aggiuntivo numero 167 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,True,2023-02-32,neu,0.76195
Tweet aggiuntivo numero 168 relativo al conflitto Russo-Ucraino. #noallaguerra #pace,False,2023-02-25,neg,0.7683036
